GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|SECTOR|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|OPTAX|OPTAX_TTL|CONCENFI|CONCENFI_TTL|YEAR|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F
01|00|0100000US|United States||61|611430|Professional and management development training||Y|Establishments exempt from federal income tax|001|All firms|2012|1253||1884302||100.0||565248||134804||10968|
01|00|0100000US|United States||61|611430|Professional and management development training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|58||405790||21.5||87547||20777||1152|
01|00|0100000US|United States||61|611430|Professional and management development training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|67||613802||32.6||154854||36101||2027|
01|00|0100000US|United States||61|611430|Professional and management development training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|100||834785||44.3||223847||52798||3631|
01|00|0100000US|United States||61|611430|Professional and management development training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|146||1086351||57.7||291401||68717||4748|
01|00|0100000US|United States||61|6115|Technical and trade schools||Y|Establishments exempt from federal income tax|001|All firms|2012|1561||1830028||100.0||582758||146018||17728|
01|00|0100000US|United States||61|6115|Technical and trade schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|6||158743||8.7||29637||7796||628|
01|00|0100000US|United States||61|6115|Technical and trade schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|11||273233||14.9||73057||17468||1486|
01|00|0100000US|United States||61|6115|Technical and trade schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|44||473784||25.9||126850||30210||2298|
01|00|0100000US|United States||61|6115|Technical and trade schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|95||746458||40.8||213701||51544||4693|
01|00|0100000US|United States||61|61151|Technical and trade schools||Y|Establishments exempt from federal income tax|001|All firms|2012|1561||1830028||100.0||582758||146018||17728|
01|00|0100000US|United States||61|61151|Technical and trade schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|6||158743||8.7||29637||7796||628|
01|00|0100000US|United States||61|61151|Technical and trade schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|11||273233||14.9||73057||17468||1486|
01|00|0100000US|United States||61|61151|Technical and trade schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|44||473784||25.9||126850||30210||2298|
01|00|0100000US|United States||61|61151|Technical and trade schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|95||746458||40.8||213701||51544||4693|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||Y|Establishments exempt from federal income tax|001|All firms|2012|20||12176||100.0||4368||1040||151|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||6560||53.9||2411||549||91|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|8||9848||80.9||3510||829||120|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|20||12176||100.0||4368||1040||151|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|20||12176||100.0||4368||1040||151|
01|00|0100000US|United States||61|611512|Flight training||Y|Establishments exempt from federal income tax|001|All firms|2012|14||32020||100.0||5285||1347||102|
01|00|0100000US|United States||61|611512|Flight training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|7||30218||94.4||4888||1264||84|
01|00|0100000US|United States||61|611512|Flight training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|11||31846||99.5||5233||1336||98|
01|00|0100000US|United States||61|611512|Flight training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|14||32020||100.0||5285||1347||102|
01|00|0100000US|United States||61|611512|Flight training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|14||32020||100.0||5285||1347||102|
01|00|0100000US|United States||61|611513|Apprenticeship training||Y|Establishments exempt from federal income tax|001|All firms|2012|1099||1198574||100.0||350262||89136||11564|
01|00|0100000US|United States||61|611513|Apprenticeship training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||144382||12.0||16090||3960||491|
01|00|0100000US|United States||61|611513|Apprenticeship training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|24||220192||18.4||32834||7704||773|
01|00|0100000US|United States||61|611513|Apprenticeship training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|42||353049||29.5||70902||17441||1448|
01|00|0100000US|United States||61|611513|Apprenticeship training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|101||538562||44.9||128137||31839||3356|
01|00|0100000US|United States||61|611519|Other technical and trade schools||Y|Establishments exempt from federal income tax|001|All firms|2012|428||587258||100.0||222843||54495||5911|
01|00|0100000US|United States||61|611519|Other technical and trade schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|5||122389||20.8||54211||12764||849|
01|00|0100000US|United States||61|611519|Other technical and trade schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|9||188874||32.2||74212||17310||1116|
01|00|0100000US|United States||61|611519|Other technical and trade schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|25||295392||50.3||113004||26971||2209|
01|00|0100000US|United States||61|611519|Other technical and trade schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|69||419381||71.4||160485||38985||3558|
01|00|0100000US|United States||61|6115191|Technical and trade schools||Y|Establishments exempt from federal income tax|001|All firms|2012|424||586339||100.0||222471||54396||5888|
01|00|0100000US|United States||61|6115191|Technical and trade schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|5||122389||20.9||54211||12764||849|
01|00|0100000US|United States||61|6115191|Technical and trade schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|9||188874||32.2||74212||17310||1116|
01|00|0100000US|United States||61|6115191|Technical and trade schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|25||295392||50.4||113004||26971||2209|
01|00|0100000US|United States||61|6115191|Technical and trade schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|68||419168||71.5||160399||38964||3556|
01|00|0100000US|United States||61|6115192|Computer repair training||Y|Establishments exempt from federal income tax|001|All firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115192|Computer repair training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115192|Computer repair training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115192|Computer repair training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115192|Computer repair training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115193|Truck driving schools||Y|Establishments exempt from federal income tax|001|All firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115193|Truck driving schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115193|Truck driving schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115193|Truck driving schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6115193|Truck driving schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|2||0|D|0|D|0|D|0|D|0|a
01|00|0100000US|United States||61|6116|Other schools and instruction||Y|Establishments exempt from federal income tax|001|All firms|2012|7109||3965870||100.0||1497010||365832||80749|
01|00|0100000US|United States||61|6116|Other schools and instruction||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|15||408174||10.3||67892||16694||3559|
01|00|0100000US|United States||61|6116|Other schools and instruction||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|32||530373||13.4||129863||31566||4961|
01|00|0100000US|United States||61|6116|Other schools and instruction||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|55||726452||18.3||200854||47528||8111|
01|00|0100000US|United States||61|6116|Other schools and instruction||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|139||1013216||25.5||310103||73948||12648|
01|00|0100000US|United States||61|61161|Fine arts schools||Y|Establishments exempt from federal income tax|001|All firms|2012|1987||1088063||100.0||429212||105958||22364|
01|00|0100000US|United States||61|61161|Fine arts schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|5||51078||4.7||18107||4250||727|
01|00|0100000US|United States||61|61161|Fine arts schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|14||84758||7.8||35826||8690||1436|
01|00|0100000US|United States||61|61161|Fine arts schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|37||166052||15.3||70774||17784||3109|
01|00|0100000US|United States||61|61161|Fine arts schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|74||305659||28.1||126101||31554||5145|
01|00|0100000US|United States||61|611610|Fine arts schools||Y|Establishments exempt from federal income tax|001|All firms|2012|1987||1088063||100.0||429212||105958||22364|
01|00|0100000US|United States||61|611610|Fine arts schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|5||51078||4.7||18107||4250||727|
01|00|0100000US|United States||61|611610|Fine arts schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|14||84758||7.8||35826||8690||1436|
01|00|0100000US|United States||61|611610|Fine arts schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|37||166052||15.3||70774||17784||3109|
01|00|0100000US|United States||61|611610|Fine arts schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|74||305659||28.1||126101||31554||5145|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||Y|Establishments exempt from federal income tax|001|All firms|2012|564||248336||100.0||94453||23649||5082|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|6||29800||12.0||12861||3333||379|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|10||48146||19.4||19399||4948||610|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|25||82064||33.0||34026||8577||1147|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|57||122490||49.3||50093||12563||1884|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||Y|Establishments exempt from federal income tax|001|All firms|2012|1423||839727||100.0||334759||82309||17282|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|5||48668||5.8||18921||4416||880|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|20||80785||9.6||35983||8846||1620|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|37||158862||18.9||66550||16659||3043|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|79||284404||33.9||119023||29574||5072|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||Y|Establishments exempt from federal income tax|001|All firms|2012|1689||655972||100.0||230972||54947||13767|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|28||48993||7.5||19945||4439||635|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|33||72812||11.1||29042||6333||897|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|45||119955||18.3||46071||10572||1489|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|77||193465||29.5||68828||16391||2756|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||Y|Establishments exempt from federal income tax|001|All firms|2012|1689||655972||100.0||230972||54947||13767|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|28||48993||7.5||19945||4439||635|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|33||72812||11.1||29042||6333||897|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|45||119955||18.3||46071||10572||1489|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|77||193465||29.5||68828||16391||2756|
01|00|0100000US|United States||61|61163|Language schools||Y|Establishments exempt from federal income tax|001|All firms|2012|486||187266||100.0||80483||19872||7305|
01|00|0100000US|United States||61|61163|Language schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||47192||25.2||14286||3237||638|
01|00|0100000US|United States||61|61163|Language schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|12||63776||34.1||21497||5000||972|
01|00|0100000US|United States||61|61163|Language schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|25||91769||49.0||33593||7976||1465|
01|00|0100000US|United States||61|61163|Language schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|65||121380||64.8||48461||11624||2598|
01|00|0100000US|United States||61|611630|Language schools||Y|Establishments exempt from federal income tax|001|All firms|2012|486||187266||100.0||80483||19872||7305|
01|00|0100000US|United States||61|611630|Language schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||47192||25.2||14286||3237||638|
01|00|0100000US|United States||61|611630|Language schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|12||63776||34.1||21497||5000||972|
01|00|0100000US|United States||61|611630|Language schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|25||91769||49.0||33593||7976||1465|
01|00|0100000US|United States||61|611630|Language schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|65||121380||64.8||48461||11624||2598|
01|00|0100000US|United States||61|61169|All other schools and instruction||Y|Establishments exempt from federal income tax|001|All firms|2012|2947||2034569||100.0||756343||185055||37313|
01|00|0100000US|United States||61|61169|All other schools and instruction||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|15||408174||20.1||67892||16694||3559|
01|00|0100000US|United States||61|61169|All other schools and instruction||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|32||530373||26.1||129863||31566||4961|
01|00|0100000US|United States||61|61169|All other schools and instruction||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|53||699388||34.4||190410||45649||7681|
01|00|0100000US|United States||61|61169|All other schools and instruction||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|180||923218||45.4||279632||66901||12244|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||Y|Establishments exempt from federal income tax|001|All firms|2012|1666||800210||100.0||399618||98405||24318|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|20||105804||13.2||69875||16836||3589|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|29||153832||19.2||89264||21512||4754|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|94||236284||29.5||129145||30895||7467|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|163||343614||42.9||178507||42785||9853|
01|00|0100000US|United States||61|611692|Automobile driving schools||Y|Establishments exempt from federal income tax|001|All firms|2012|58||27308||100.0||11833||2795||629|
01|00|0100000US|United States||61|611692|Automobile driving schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|12||10756||39.4||5092||1267||245|
01|00|0100000US|United States||61|611692|Automobile driving schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|17||15481||56.7||6859||1704||356|
01|00|0100000US|United States||61|611692|Automobile driving schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|33||23261||85.2||10007||2395||515|
01|00|0100000US|United States||61|611692|Automobile driving schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|58||27308||100.0||11833||2795||629|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||Y|Establishments exempt from federal income tax|001|All firms|2012|1223||1207051||100.0||344892||83855||12366|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|10||396969||32.9||54232||12879||1374|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|15||483620||40.1||81894||19524||2138|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|31||613796||50.9||124585||29610||3683|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|99||756804||62.7||172886||41799||5764|
01|00|0100000US|United States||61|6117|Educational support services||Y|Establishments exempt from federal income tax|001|All firms|2012|2026||6068812||100.0||1704498||423762||37837|
01|00|0100000US|United States||61|6117|Educational support services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|42||2539820||41.9||592349||152483||10966|
01|00|0100000US|United States||61|6117|Educational support services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|49||2911994||48.0||706314||181097||12685|
01|00|0100000US|United States||61|6117|Educational support services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|73||3608219||59.5||875016||223304||16097|
01|00|0100000US|United States||61|6117|Educational support services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|165||4195290||69.1||1062116||268126||19867|
01|00|0100000US|United States||61|61171|Educational support services||Y|Establishments exempt from federal income tax|001|All firms|2012|2026||6068812||100.0||1704498||423762||37837|
01|00|0100000US|United States||61|61171|Educational support services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|42||2539820||41.9||592349||152483||10966|
01|00|0100000US|United States||61|61171|Educational support services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|49||2911994||48.0||706314||181097||12685|
01|00|0100000US|United States||61|61171|Educational support services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|73||3608219||59.5||875016||223304||16097|
01|00|0100000US|United States||61|61171|Educational support services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|165||4195290||69.1||1062116||268126||19867|
01|00|0100000US|United States||61|611710|Educational support services||Y|Establishments exempt from federal income tax|001|All firms|2012|2026||6068812||100.0||1704498||423762||37837|
01|00|0100000US|United States||61|611710|Educational support services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|42||2539820||41.9||592349||152483||10966|
01|00|0100000US|United States||61|611710|Educational support services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|49||2911994||48.0||706314||181097||12685|
01|00|0100000US|United States||61|611710|Educational support services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|73||3608219||59.5||875016||223304||16097|
01|00|0100000US|United States||61|611710|Educational support services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|165||4195290||69.1||1062116||268126||19867|
01|00|0100000US|United States||61|6117101|Educational support services||Y|Establishments exempt from federal income tax|001|All firms|2012|1870||3282206||100.0||921238||223121||23444|
01|00|0100000US|United States||61|6117101|Educational support services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|10||643692||19.6||69174||16632||1130|
01|00|0100000US|United States||61|6117101|Educational support services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|15||895088||27.3||135525||33978||2478|
01|00|0100000US|United States||61|6117101|Educational support services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|44||1271704||38.7||240870||59735||4533|
01|00|0100000US|United States||61|6117101|Educational support services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|133||1740937||53.0||378576||91358||7438|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||Y|Establishments exempt from federal income tax|001|All firms|2012|156||2786606||100.0||783260||200641||14393|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|39||2245408||80.6||601857||156895||11249|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|43||2548352||91.5||706726||181438||12983|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|58||2694734||96.7||755034||193848||13671|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|88||2767465||99.3||775593||198698||14166|
